,C value,gamma,accuracy,Ham precision,Ham recall,Spam precision,Spam recall
0,0.1,0.1,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
1,1.0,0.1,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
2,10.0,0.1,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
3,100.0,0.1,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
4,1000.0,0.1,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
5,0.1,1.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
6,1.0,1.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
7,10.0,1.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
8,100.0,1.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
9,1000.0,1.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
10,0.1,10.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
11,1.0,10.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
12,10.0,10.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
13,100.0,10.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
14,1000.0,10.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
15,0.1,100.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
16,1.0,100.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
17,10.0,100.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
18,100.0,100.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
19,1000.0,100.0,0.7791919191919192,0.8335337984123166,0.6987295825771325,0.7398572174821522,0.8599473790730622
